year,place,team_name,wins,losses,ties,win_pct,points_for,points_against,team_logo,standings_type,scraped_at
2017,1,Wolfpack,11,3,0,0.786,1661.64,1483.88,https://fantasy.nfl.com/image/65b68b08272902af43219004f33e84c1.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.315584
2017,2,Woody,9,5,0,0.643,1571.08,1417.56,https://fantasy.nfl.com/image/8656f89c1c02aa21a094b1f1eee4297b.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.315743
2017,3,Mebs Militia,9,5,0,0.643,1519.04,1483.34,https://fantasy.nfl.com/image/3baa273cd5e673bd6b37d3ee69f0bef5.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.315881
2017,4,Maggi's Mighty Ducks,8,6,0,0.571,1667.82,1566.82,https://fantasy.nfl.com/image/6e3bfac6843ea7b02ba1fff4012c6dd0.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.316009
2017,5,Pels,8,6,0,0.571,1523.6,1477.58,https://fantasy.nfl.com/image/d1eab0977fdc7c0a43ffbe8d6d6af36d.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.316132
2017,6,cheeseheads,7,7,0,0.5,1674.76,1587.46,https://fantasy.nfl.com/image/08c5227f8396ae564193f8dcbc4c0731.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.316253
2017,7,The Brotherhood,7,7,0,0.5,1609.84,1592.16,https://fantasy.nfl.com/image/a23a5e5a5093295aea855a78e2229b1a.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.316374
2017,8,Killer Cam,7,7,0,0.5,1544.82,1600.42,https://fantasy.nfl.com/image/1df50805c744bb5b016ad6c8e552454d.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.316494
2017,9,The Generous,5,9,0,0.357,1561.76,1614.34,https://static.www.nfl.com/league/apps/fantasy/logos/avatar/240x240/NE_1.png,regular,2025-12-13T18:10:25.316614
2017,10,The Ratpack,5,9,0,0.357,1448.22,1502.96,https://fantasy.nfl.com/image/cc4338d8ac0e59a673659c4fe064d51c.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.316741
2017,11,DirtyBirds,4,10,0,0.286,1469.64,1683.8,https://fantasy.nfl.com/image/106169ebd5009ffa830e2043557786a5.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.316848
2017,12,Scrubs,4,10,0,0.286,1375.36,1617.26,https://fantasy.nfl.com/image/577412e5729f463c4e44f6ca745ca2fa.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.316955
2018,1,cheeseheads,11,3,0,0.786,1922.34,1726.14,https://fantasy.nfl.com/image/08c5227f8396ae564193f8dcbc4c0731.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.853898
2018,2,The Brotherhood,11,3,0,0.786,1915.2,1684.46,https://fantasy.nfl.com/image/a23a5e5a5093295aea855a78e2229b1a.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.854122
2018,3,Pels,9,5,0,0.643,1890.52,1661.62,https://fantasy.nfl.com/image/d1eab0977fdc7c0a43ffbe8d6d6af36d.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.854296
2018,4,Mebs Militia,8,6,0,0.571,1909.06,1711.3,https://fantasy.nfl.com/image/3baa273cd5e673bd6b37d3ee69f0bef5.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.854467
2018,5,The Generous,8,6,0,0.571,1750.2,1669.84,https://static.www.nfl.com/league/apps/fantasy/logos/avatar/240x240/NE_1.png,regular,2025-12-13T18:10:25.854641
2018,6,The Ratpack,8,6,0,0.571,1640.34,1594.66,https://fantasy.nfl.com/image/cc4338d8ac0e59a673659c4fe064d51c.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.854793
2018,7,Killer Cam,7,7,0,0.5,1709.46,1731.48,https://fantasy.nfl.com/image/1df50805c744bb5b016ad6c8e552454d.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.854944
2018,8,Wolfpack,7,7,0,0.5,1582.8,1739.84,https://fantasy.nfl.com/image/65b68b08272902af43219004f33e84c1.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.855091
2018,9,Woody,5,9,0,0.357,1692.04,1718.14,https://fantasy.nfl.com/image/8656f89c1c02aa21a094b1f1eee4297b.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.855243
2018,10,Maggi's Mighty Ducks,5,9,0,0.357,1681.34,1837.0,https://fantasy.nfl.com/image/6e3bfac6843ea7b02ba1fff4012c6dd0.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.855403
2018,11,Scrubs,3,11,0,0.214,1654.22,1925.2,https://fantasy.nfl.com/image/6fdae78b843cbeab366947d25783a2c7.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.855541
2018,12,DirtyBirds,2,12,0,0.143,1344.78,1692.62,https://fantasy.nfl.com/image/106169ebd5009ffa830e2043557786a5.jpg?&x=40&y=40,regular,2025-12-13T18:10:25.855673
2019,1,Pels,10,4,0,0.714,1884.18,1639.34,https://fantasy.nfl.com/image/d1eab0977fdc7c0a43ffbe8d6d6af36d.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.387138
2019,2,Scrubs,10,4,0,0.714,1753.02,1729.28,https://fantasy.nfl.com/image/1d3519947353eac03b94fe545235dc4e.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.387300
2019,3,Wolfpack,9,5,0,0.643,1735.62,1664.14,https://fantasy.nfl.com/image/65b68b08272902af43219004f33e84c1.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.387459
2019,4,Maggi's Mighty Ducks,9,5,0,0.643,1644.6,1597.16,https://fantasy.nfl.com/image/6e3bfac6843ea7b02ba1fff4012c6dd0.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.387611
2019,5,cheeseheads,8,6,0,0.571,1779.58,1566.98,https://fantasy.nfl.com/image/08c5227f8396ae564193f8dcbc4c0731.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.387760
2019,6,Mebs Militia,7,7,0,0.5,1727.76,1701.9,https://fantasy.nfl.com/image/3baa273cd5e673bd6b37d3ee69f0bef5.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.387893
2019,7,The Ratpack,7,7,0,0.5,1560.68,1602.14,https://fantasy.nfl.com/image/cc4338d8ac0e59a673659c4fe064d51c.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.388029
2019,8,DirtyBirds,6,8,0,0.429,1689.12,1802.88,https://fantasy.nfl.com/image/54e145c9a634a201a63c9cd3d146fbe9.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.388161
2019,9,Killer Cam,6,8,0,0.429,1539.58,1649.48,https://fantasy.nfl.com/image/1df50805c744bb5b016ad6c8e552454d.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.388293
2019,10,The Brotherhood,4,10,0,0.286,1594.6,1645.52,https://fantasy.nfl.com/image/483ab3f684e3597968525b888fef36a8.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.388445
2019,11,The Generous,4,10,0,0.286,1567.94,1775.56,https://fantasy.nfl.com/image/68ebc82dbbc3ddb92523f46f776ea70f.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.388596
2019,12,Woody,4,10,0,0.286,1468.22,1570.52,https://fantasy.nfl.com/image/8656f89c1c02aa21a094b1f1eee4297b.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.388730
2020,1,Wolfpack,10,4,0,0.714,1641.78,1481.26,https://fantasy.nfl.com/image/65b68b08272902af43219004f33e84c1.jpg?&x=40&y=40,regular,2025-12-13T18:10:26.940893
